start	end	text
1416000	1417000	Ну, я не знаю.
1417000	1418000	Ну, я не знаю.
1418000	1419000	Ну, я не знаю.
1419000	1420000	Ну, я не знаю.
1420000	1424000	Насколько плотна у тебя связь с Чувашкой информацией?
1427000	1428000	А...
1428000	1429000	Какую?
1429000	1430000	А...
1430000	1433000	Я даем там бахрущу к льдом, нормально.
1433000	1434000	Хорошо.
1434000	1435000	Я льдом бахрущу.
1435000	1436000	Угу.
1436000	1437000	Лепешница.
1437000	1440000	Короче, наверное, проще отобрать, можно сказать.
1440000	1441000	Вот.
1443000	1448000	Я иногда, наоборот, использую адаптивки,
1448000	1452000	чтобы люди не пугались, когда...
1452000	1454000	Ну, как бы...
1454000	1455000	Такие.
1455000	1458000	Ну, ты слишком, типа, Чувашина, ты тетя.
1458000	1460000	Ну, я как бы...
1463000	1466000	Я специально иногда стараюсь изучать себе темы, которые
1466000	1472000	выходят за рамки моих там непосредственно каких-то
1472000	1477000	профессиональных или моих те, то, что мне интересно,
1477000	1480000	просто для того, чтобы с людьми можно было человеческий
1480000	1481000	разговор поддерживать.
1481000	1486000	Потому что иначе остаются очень-очень приколые чуваки
1486000	1489000	рядом со мной, типа, которые...
1489000	1491000	Ну, да, вот немножко шизоины, которые, типа, на одной
1491000	1492000	теме помешаны.
1492000	1496000	Я не совсем такая, просто...
1496000	1498000	Мне нравится...
1498000	1501000	Я тоже помешана в чуварской теме, но мне шизоины
1501000	1503000	чуть меньше какая-то...
1503000	1509000	Чуть более контролированная, не агрессивная совершенно,
1509000	1512000	поэтому мне приходится использовать адаптивки, там
1512000	1514000	условно изучать, там...
1514000	1516000	Суштрэп.
1516000	1520000	Или смотреть популярные сериалы, чтобы просто не совсем
1520000	1522000	материальности оторваться.
1522000	1525000	То есть это уже от обратного я говорю, потому что оно
1525000	1530000	как бы, оно слишком даже для общества, не для меня,
1530000	1532000	для общества это уже слишком.
1532000	1535000	То есть, по сути дела, ты, если бы будет твоя воля,
1535000	1536000	ты бы полностью...
1536000	1537000	Да, блядь.
1537000	1538000	Абсолютно.
1538000	1542000	Я бы по 24 часа по Чуварской теме ходила.
1542000	1544000	Просто мне забавно, что у меня сейчас в костюме,
1544000	1546000	типа, меня никто не воспринимает.
1546000	1549000	То есть, как бы дни Димка.
1549000	1551000	У меня даже не смотри никто.
1551000	1554000	В этническом или, наоборот, в модернизированном?
1554000	1559000	Нет, буквально на улице все отворачиваются.
1559000	1561000	Я просто помню, что ты, например, у Антакала
1561000	1563000	ты в интервью говорила.
1563000	1564000	Не-не-не.
1564000	1566000	Ну, типа, оно, как бы, все просто, типа, игнорируют.
1566000	1569000	То есть, типа, полное игнорирование.
1569000	1573000	Я просто помню, что ты у нее говорила, что ты смотрит.
1573000	1575000	Тебе не подходит.
1575000	1577000	То есть, они смотрят издалека, но никто, как бы,
1577000	1579000	тебя не будет обслуживать в магазине.
1579000	1580000	Никто там...
1580000	1582000	Обслуживать не будет?
1582000	1583000	Да.
1583000	1585000	Типа, я там, я там, было такое.
1585000	1588000	Там никто, короче, типа, никто не будет
1588000	1593000	там, типа, никто не будет где-то знакомиться.
1593000	1594000	Вот там.
1594000	1595000	Вот такая вот тема.
1595000	1596000	Какой уже?
1596000	1597000	Ну, у меня был такой опыт.
1597000	1598000	Не знаю, я просто...
1598000	1599000	Я была в Чебоксар.
1599000	1602000	Ну, меня в ВКонтакте можно найти.
1602000	1603000	Можно?
1603000	1604000	Простите, а можно счет?
1604000	1605000	Ага.
1605000	1606000	Это как раз...
1606000	1607000	Нет, я имею в виду, что, типа...
1607000	1608000	Просто потому, что я в Тулпан и Сталин.
1608000	1609000	Просто потому, что я, типа, я просто ночевала,
1609000	1610000	что-то начала говорить.
1610000	1611000	А, ты ночевала, что-то начала говорить?
1611000	1612000	Я в Тулпан.
1612000	1613000	Сюда пришла.
1614000	1615000	А, не поэтому, если меня убрали?
1615000	1616000	Да.
1616000	1617000	Ну, я такая...
1617000	1618000	Ну, ладно, я пойду вообще-то.
1618000	1619000	Я потом, короче, к знакомой пошла.
1619000	1620000	Потом в этом же гостиной.
1620000	1621000	К знакомой, да.
1621000	1622000	Другую мне там кофе налили.
1622000	1623000	Спасибо.
1623000	1626000	Такси уже за него все понимает довольно шуточную
1626000	1627000	историю.
1627000	1628000	Спасибо.
1628000	1630000	Ну да, если была моя воля, то я бы не могла
1630000	1631000	в этот момент быть в этом гостиной.
1631000	1632000	Ну да.
1632000	1633000	Ну да.
1633000	1634000	Ну да.
1634000	1635000	Ну да.
1635000	1636000	Ну да.
1636000	1637000	Ну да.
1637000	1638000	Ну да.
1638000	1639000	Ну да.
1639000	1640000	Ну да.
1640500	1642300	Ну да, если была моя воля, я все professions не volatility.
1642300	1647040	Но, как бы, это надо Jiang 한번舉 Image в виду.
1647040	1649480	А почему ты lynx хочешь просто не busted Badger?
1649480	1651080	Зачем тебе бытьır httshaped?
1651080	1652080	Просто normой?
1652080	1653080	Извиняйся.
1653080	1656320	Я пытаюсь быть нормой всем максимально светлые.
1656320	1657320	Я лично...
1657320	1660200	А меня не будут принимать обще sme.
1660200	1663020	Почему тебе нужно док harmonize?
1663020	1664020	Ну, просто.
1664020	1668700	Чтобы жить, чтобы иметь какие-то, там, не знаю, там, человеческие отношения.
1668700	1676300	Ну, я думаю, что просто ты как творец, ну, я имею в виду, если я тебя рассмотрю в качестве именно художника, то ты можешь быть вообще на жутких отлёдах.
1677300	1679540	Да я не знаю, не совсем.
1679540	1682860	Просто объясню, а вот эти отлёты, они как визитная карточка.
1682860	1689620	Я знаю, но я как бы пытаюсь держать себя в рамках, типа, неотклечивости совсем.
1689620	1693460	Ну, мне кажется, что это очень круто будет отличившись, особенно сейчас.
1693460	1700540	Типа, это приветствует сообщество, наоборот, типа, это Миша, вот это началось же.
1700540	1702540	Ну, это мода, это мода.
1702540	1704180	Да, да, согласна.
1704180	1707660	Но всё равно это поддерживает сообщество, вот сейчас, как минимум.
1708980	1713700	Если бы я себя не сдерживала, я бы, наверное, уже, ну, либо...
1713700	1714980	В лес ушла жить.
1715020	1718020	Либо, нет, ну, не в лес ушла жить.
1718020	1722900	Ну, мне кто-то, моя знакомая сказала, либо ты там была бы женой какого-нибудь, типа,
1722900	1729100	Чувашского, там, старика, который, типа, ну, либо совсем тоже емаса, либо, не знаю,
1729100	1731100	либо в местах не столько емаса.
1732700	1734060	Я просто знаю, пошли?
1734060	1734700	Пойдём.
1734700	1736900	Если ты не против, я телефон ещё буду держать на...
1736900	1738900	Ага, совсем, давай.
1741780	1744700	Приходится, короче, это делать, типа, сочетать...
1744740	1750020	У меня просто есть знакомый аниматор, который, Сев Булавкин, он сейчас,
1750020	1754700	между прочим, в Сергеевский посадный в мастерскую, здесь он мастером стал,
1754700	1759100	потому что, ну, вот он, сам, он, он, у меня старше, что ли.
1759700	1764860	И вот он, ну, он живёт в своём мире, и его единственное, что спасает, это его девушка,
1764860	1766860	которая его так бы, немножко уприземляет.
1767540	1771820	Но, честно, если бы не она, он уже давно бы пошёл, живым бы,
1771820	1774820	отшельником на каком-то лесу
1774820	1777820	и создавал бы свою секцию, где учил всех аниматорств
1777820	1780820	ну то есть, он реально вот
1780820	1783820	не, просто мне типа дико нравится
1783820	1785820	то, как сейчас
1785820	1787820	потому что они даже такие
1787820	1790820	а, ну есть какие-то атрибуты, но она не ёбнутая
1790820	1793820	а они просто
1793820	1796820	короче, от обратного пойду
1796820	1798820	недавно была
1798820	1801820	то есть, в прошлом году познакомилась
1801820	1804820	с вывороч, в какой момент?
1804820	1807820	так, знакомый, знакомая, шамочная история
1807820	1810820	и там была такая тема
1810820	1813820	мне спросили
1813820	1816820	я вот думала сначала, что там была такая фраза
1816820	1819820	типа, я думала, что ты типа сука
1819820	1822820	потом, я думала, что ты ёбнутая
1822820	1825820	я такая, интересная, да
1825820	1828820	я такая вся артистива
1828820	1831820	и потом, спустя некоторые
1831820	1834820	после недели общения, я такая
1834820	1837820	а, я только упомянула, что-то типа
1837820	1840820	группу контейнер
1840820	1843820	что-то я упомянула, что-то вообще не связанное
1843820	1846820	никак с человеческой культурой, с мифологией, с историей
1846820	1849820	абсолютно я занимаюсь
1849820	1852820	он такой
1852820	1855820	а, нет-нет, я тебя узнала
1855820	1858820	я говорю, блядь, в первый раз в неделю
1858820	1861820	я рассказала про что-то в ней, что ваша культура
1861820	1864820	ты сейчас подумала, что это типа реальная я
1864820	1867820	блядь, не знаю, это очень грустно, я просто
1867820	1870820	я говорю, нет, вот то, что ты первое это сказал
1870820	1873820	типа, сука, ёбнутая, взлетевшая, какая в истории импологинула
1873820	1876820	это всё правда, вот первое там общение было абсолютно
1876820	1879820	окей, а как у тебя вот это появилось
1879820	1882820	в принципе, вот
1882820	1885820	понимание того, что, бля, вот Чувашская мифология
1885820	1888820	это я, это и есть я
1888820	1891820	ну, Саня, ты же скорее всего была нормисом в начале
1891820	1894820	там, в школе, когда?
1894820	1897820	не, не, у меня как-то такого не было, у меня типа все
1897820	1900820	я всегда чувствовала свою какую-то инаковость
1900820	1903820	то есть, вот всё, что как бы
1903820	1906820	нормы в последний раз не имелось, а я как бы
1907820	1910820	не в гендерные нормы
1910820	1913820	ни в нормы там
1913820	1916820	роста, у меня рост, вес
1916820	1919820	типа, я была очень полным высоким ребёнком
1919820	1922820	вот, я, у меня
1922820	1925820	типа там был, как мне объяснить
1925820	1928820	я была самым умным в классе
1928820	1931820	я была самым умным в классе
1931820	1934820	я была самым умным в классе
1934820	1937820	я была самым высоким, короче, где-то всё
1937820	1940820	на какой-то крайности стояло всегда
1940820	1943820	и не было никогда никакой середины
1943820	1946820	либо самое классное, либо самое плохое
1946820	1949820	вот
1949820	1952820	ну, а как ты вот дошла, что вот оно твоё
1952820	1955820	вот это всё
1955820	1958820	ну, вот, потом мне сказали
1958820	1961820	послушайте, когда меня приняли
1962820	1965820	вот это красиво
1965820	1968820	вот, здесь я средняя
1968820	1971820	среднее качество
1971820	1974820	то, что мне нужно, но я до сих пор средняя
1974820	1977820	когда ты надел чёрский костюм?
1977820	1980820	когда мне было, наверное, в пятом классе, наверное, было
1980820	1983820	и мне тебе было сказать какое-то мероприятие вести
1983820	1986820	я такая, нифига я чё буду модели
1986820	1989820	и, да, в итоге
1989820	1992820	вы сказали, типа, о, не сядь, типа, это вот хорошо
1992820	1995820	да, теперь я не буду носить и не снимать
1995820	1998820	никогда
1998820	2001820	у тебя ещё отстранились от бабушки
2001820	2004820	чёрский национальный костюм?
2004820	2007820	да, да
2007820	2010820	да, да
2010820	2013820	я хотя, по-моему, даже в музеях древние монеты взяла
2013820	2016820	а это получается
2016820	2019820	а бабушка в деревне, ты имела вот эту вот деревенскую какую-то?
2019820	2022820	ну, да, чуть-чуть имела
2022820	2025820	но я имею не представление
2025820	2028820	вот, то есть, для городской, для деревенской
2028820	2031820	для деревенской, для городской
2031820	2034820	потому что я, например, не говорила на языке в детстве
2034820	2037820	вот, и у меня был момент такой, что я всегда приходила
2037820	2040820	и такая
2040820	2043820	ой, да, я умею доить козу
2043820	2046820	но
2046820	2049820	так бы я, типа, не ходила никогда там
2049820	2052820	в условно деревенский клуб
2052820	2055820	то есть, как бы, я очень сильно завидую людям, которые
2055820	2058820	шали в деревне
2058820	2061820	я до сих пор завидую очень сильно, потому что у них
2061820	2064820	была сказать возможность прикоснуться
2064820	2067820	типа, в этой культуре быть
2067820	2070820	ну, у тебя же более продвинутый скилл
2070820	2073820	зато, мне кажется, оно никуда
2073820	2076820	оно, это, по сути, попытка
2076820	2079820	восполнить того, чего не было всегда
2079820	2082820	я же никогда не могу
2082820	2085820	это вот как-то
2085820	2088820	это такой симулятор бесконечный
2088820	2091820	как бы, создание, вот мы однажды с ЭТР-ом снимали
2091820	2094820	эмм...
2094820	2097820	один проект
2097820	2100820	и там, как бы, на фоне городского пейзажа
2100820	2103820	все стоят, ну, практически
2103820	2106820	в пейзаже
2106820	2109820	проводы солдата были
2109820	2112820	и там был такой момент, что
2112820	2115820	он, как бы, на фоне пейзажа
2115820	2118820	но это уже было нормально, потому что мы создали
2118820	2121820	вот эту реальность
2122820	2125820	давай прижмемся
2125820	2128820	на то, что тебе нужно
